From Class,To Class,References,From Entities,To Entities
tachyon.conf.WorkerConf,tachyon.Constants,8,1,5
tachyon.conf.WorkerConf,tachyon.StorageLevelAlias,4,2,2
tachyon.conf.WorkerConf,tachyon.util.CommonUtils,1,1,1
tachyon.conf.WorkerConf,tachyon.util.NetworkUtils,1,1,1
tachyon.conf.WorkerConf,tachyon.worker.allocation.AllocateStrategyType,2,2,2
tachyon.conf.WorkerConf,tachyon.worker.eviction.EvictStrategyType,2,2,2
tachyon.conf.WorkerConf,tachyon.worker.netty.ChannelType,2,2,2
tachyon.conf.WorkerConf,tachyon.worker.netty.FileTransferType,2,2,2
tachyon.conf.WorkerConf,tachyon.worker.NetworkType,2,2,2
tachyon.examples.BasicCheckpoint,tachyon.client.TachyonByteBuffer,4,2,3
tachyon.examples.BasicCheckpoint,tachyon.client.TachyonFile,6,4,4
tachyon.examples.BasicCheckpoint,tachyon.client.TachyonFS,8,8,4
tachyon.examples.BasicCheckpoint,tachyon.client.WriteType,1,1,1
tachyon.examples.BasicCheckpoint,tachyon.Constants,2,2,2
tachyon.examples.BasicCheckpoint,tachyon.examples.Utils,1,1,1
tachyon.examples.BasicCheckpoint,tachyon.master.DependencyType,2,1,2
tachyon.examples.BasicCheckpoint,tachyon.TachyonURI,10,7,2
tachyon.examples.BasicCheckpoint,tachyon.util.CommonUtils,2,1,2
tachyon.examples.BasicCheckpoint,tachyon.Version,1,1,1
tachyon.examples.BasicNonByteBufferOperations,tachyon.client.AbstractTachyonFS,3,1,2
tachyon.examples.BasicNonByteBufferOperations,tachyon.client.ReadType,4,4,2
tachyon.examples.BasicNonByteBufferOperations,tachyon.client.TachyonFile,7,6,4
tachyon.examples.BasicNonByteBufferOperations,tachyon.client.TachyonFS,9,7,4
tachyon.examples.BasicNonByteBufferOperations,tachyon.client.WriteType,4,4,2
tachyon.examples.BasicNonByteBufferOperations,tachyon.examples.Utils,5,1,5
tachyon.examples.BasicNonByteBufferOperations,tachyon.TachyonURI,13,9,2
tachyon.examples.BasicNonByteBufferOperations,tachyon.Version,1,1,1
tachyon.examples.BasicOperations,tachyon.client.AbstractTachyonFS,1,1,1
tachyon.examples.BasicOperations,tachyon.client.OutStream,2,2,2
tachyon.examples.BasicOperations,tachyon.client.TachyonByteBuffer,4,2,3
tachyon.examples.BasicOperations,tachyon.client.TachyonFile,6,4,4
tachyon.examples.BasicOperations,tachyon.client.TachyonFS,7,7,3
tachyon.examples.BasicOperations,tachyon.client.WriteType,3,3,2
tachyon.examples.BasicOperations,tachyon.Constants,1,1,1
tachyon.examples.BasicOperations,tachyon.examples.Utils,1,1,1
tachyon.examples.BasicOperations,tachyon.TachyonURI,10,7,3
tachyon.examples.BasicOperations,tachyon.util.CommonUtils,6,3,2
tachyon.examples.BasicOperations,tachyon.Version,1,1,1
tachyon.examples.BasicRawTableOperations,tachyon.client.OutStream,2,2,2
tachyon.examples.BasicRawTableOperations,tachyon.client.table.RawColumn,5,4,3
tachyon.examples.BasicRawTableOperations,tachyon.client.table.RawTable,5,4,3
tachyon.examples.BasicRawTableOperations,tachyon.client.TachyonByteBuffer,4,2,3
tachyon.examples.BasicRawTableOperations,tachyon.client.TachyonFile,6,4,4
tachyon.examples.BasicRawTableOperations,tachyon.client.TachyonFS,8,8,5
tachyon.examples.BasicRawTableOperations,tachyon.client.WriteType,3,3,2
